,labels
5797,3
5798,11
5799,3
5800,4
5801,3
5802,3
5803,4
5804,3
5805,3
5806,16
5807,3
5808,3
5809,4
5810,19
5811,16
5812,36
5813,4
5814,3
5815,11
5816,35
5817,4
5818,3
5819,3
5820,3
5821,19
5822,3
5823,20
5824,3
5825,4
5826,1
5827,42
5828,4
5829,24
5830,16
5831,3
5832,1
5833,30
5834,3
5835,3
5836,19
5837,3
5838,3
5839,4
5840,11
5841,3
5842,4
5843,3
5844,40
5845,4
5846,3
5847,16
5848,3
5849,11
5850,19
5851,3
5852,3
5853,3
5854,27
5855,16
5856,3
5857,3
5858,4
5859,43
5860,24
5861,3
5862,37
5863,25
5864,4
5865,4
5866,20
5867,0
5868,3
5869,3
5870,3
5871,3
5872,3
5873,30
5874,4
5875,4
5876,4
5877,27
5878,3
5879,13
5880,3
5881,3
5882,3
5883,1
5884,32
5885,19
5886,1
5887,3
5888,12
5889,45
5890,3
5891,3
5892,3
5893,11
5894,16
5895,18
5896,41
5897,9
5898,3
5899,30
5900,3
5901,3
5902,20
5903,3
5904,4
5905,3
5906,3
5907,1
5908,1
5909,3
5910,31
5911,3
5912,3
5913,1
5914,4
5915,19
5916,3
5917,11
5918,12
5919,3
5920,18
5921,4
5922,4
5923,19
5924,3
5925,18
5926,14
5927,1
5928,9
5929,4
5930,4
5931,3
5932,36
5933,4
5934,20
5935,8
5936,1
5937,4
5938,3
5939,21
5940,21
5941,4
5942,11
5943,4
5944,7
5945,12
5946,3
5947,4
5948,28
5949,19
5950,19
5951,3
5952,3
5953,4
5954,20
5955,4
5956,3
5957,3
5958,4
5959,4
5960,11
5961,34
5962,4
5963,3
5964,2
5965,32
5966,19
5967,3
5968,4
5969,19
5970,2
5971,3
5972,3
5973,4
5974,25
5975,4
5976,3
5977,20
5978,3
5979,1
5980,28
5981,3
5982,3
5983,40
5984,19
5985,4
5986,1
5987,19
5988,20
5989,11
5990,4
5991,4
5992,4
5993,4
5994,3
5995,3
5996,3
5997,3
5998,3
5999,3
6000,1
6001,3
6002,4
6003,3
6004,3
6005,4
6006,3
6007,20
6008,1
6009,16
6010,3
6011,3
6012,3
6013,3
6014,20
6015,3
6016,8
6017,4
6018,3
6019,25
6020,4
6021,3
6022,3
6023,3
6024,11
6025,4
6026,3
6027,1
6028,19
6029,16
6030,20
6031,19
6032,16
6033,4
6034,3
6035,3
6036,11
6037,3
6038,4
6039,4
6040,1
6041,3
6042,8
6043,32
6044,8
6045,2
6046,16
6047,3
6048,3
6049,3
6050,3
6051,28
6052,3
6053,16
6054,3
6055,13
6056,16
6057,11
6058,19
6059,24
6060,20
6061,4
6062,16
6063,13
6064,4
6065,3
6066,3
6067,19
6068,13
6069,4
6070,16
6071,4
6072,4
6073,13
6074,1
6075,3
6076,3
6077,4
6078,3
6079,4
6080,3
6081,4
6082,3
6083,3
6084,18
6085,3
6086,4
6087,16
6088,18
6089,1
6090,11
6091,4
6092,20
6093,3
6094,4
6095,6
6096,13
6097,0
6098,11
6099,3
6100,4
6101,3
6102,4
6103,11
6104,4
6105,1
6106,4
6107,3
6108,40
6109,4
6110,19
6111,19
6112,0
6113,21
6114,3
6115,3
6116,10
6117,8
6118,3
6119,19
6120,9
6121,4
6122,3
6123,3
6124,8
6125,21
6126,1
6127,1
6128,0
6129,19
6130,3
6131,13
6132,3
6133,4
6134,3
6135,17
6136,19
6137,4
6138,9
6139,4
6140,3
6141,3
6142,16
6143,4
6144,11
6145,3
6146,4
6147,3
6148,10
6149,3
6150,3
6151,4
6152,4
6153,20
6154,3
6155,4
6156,36
6157,3
6158,20
6159,4
6160,16
6161,3
6162,3
6163,4
6164,4
6165,40
6166,11
6167,19
6168,20
6169,4
6170,19
6171,4
6172,3
6173,10
6174,28
6175,4
6176,1
6177,9
6178,19
6179,16
6180,3
6181,19
6182,44
6183,1
6184,20
6185,39
6186,41
6187,3
6188,19
6189,16
6190,3
6191,3
6192,3
6193,1
6194,19
6195,4
6196,21
6197,19
6198,3
6199,31
6200,11
6201,4
6202,4
6203,1
6204,3
6205,4
6206,16
6207,8
6208,4
6209,21
6210,20
6211,3
6212,31
6213,8
6214,11
6215,30
6216,24
6217,32
6218,3
6219,21
6220,11
6221,3
6222,3
6223,3
6224,3
6225,19
6226,3
6227,16
6228,11
6229,34
6230,7
6231,3
6232,30
6233,4
6234,19
6235,4
6236,11
6237,3
6238,3
6239,4
6240,3
6241,4
6242,16
6243,4
6244,19
6245,11
6246,1
6247,3
6248,3
6249,29
6250,3
6251,3
6252,3
6253,8
6254,3
6255,3
6256,16
6257,4
6258,3
6259,19
6260,3
6261,3
6262,4
6263,2
6264,4
6265,2
6266,4
6267,3
6268,19
6269,2
6270,4
6271,0
6272,4
6273,2
6274,3
6275,3
6276,4
6277,4
6278,18
6279,3
6280,1
6281,3
6282,3
6283,1
6284,13
6285,5
6286,3
6287,4
6288,4
6289,15
6290,3
6291,3
6292,3
6293,3
6294,3
6295,3
6296,3
6297,12
6298,3
6299,36
6300,4
6301,3
6302,3
6303,3
6304,19
6305,9
6306,1
6307,4
6308,3
6309,3
6310,3
6311,9
6312,3
6313,3
6314,4
6315,16
6316,4
6317,10
6318,3
6319,4
6320,3
6321,4
6322,1
6323,3
6324,25
6325,19
6326,3
6327,3
6328,1
6329,1
6330,3
6331,16
6332,3
6333,4
6334,4
6335,9
6336,4
6337,3
6338,3
6339,8
6340,4
6341,13
6342,3
6343,17
6344,4
6345,4
6346,3
6347,4
6348,1
6349,12
6350,38
6351,3
6352,16
6353,19
6354,3
6355,10
6356,4
6357,1
6358,4
6359,3
6360,3
6361,3
6362,4
6363,4
6364,3
6365,3
6366,3
6367,18
6368,4
6369,33
6370,19
6371,3
6372,11
6373,11
6374,28
6375,3
6376,3
6377,3
6378,4
6379,3
6380,41
6381,3
6382,16
6383,3
6384,25
6385,45
6386,4
6387,3
6388,3
6389,3
6390,3
6391,3
6392,4
6393,4
6394,3
6395,3
6396,3
6397,19
6398,4
6399,8
6400,3
6401,1
6402,16
6403,3
6404,3
6405,3
6406,19
6407,20
6408,19
6409,8
6410,4
6411,3
6412,3
6413,4
6414,3
6415,3
6416,11
6417,19
6418,4
6419,43
6420,11
6421,4
6422,4
6423,3
6424,4
6425,4
6426,4
6427,4
6428,3
6429,24
6430,1
6431,3
6432,17
6433,16
6434,4
6435,34
6436,28
6437,16
6438,4
6439,3
6440,15
6441,4
6442,4
6443,21
6444,20
6445,20
6446,36
6447,4
6448,3
6449,4
6450,18
6451,20
6452,4
6453,3
6454,3
6455,33
6456,21
6457,3
6458,4
6459,34
6460,16
6461,13
6462,8
6463,4
6464,8
6465,3
6466,3
6467,20
6468,23
6469,12
6470,32
6471,16
6472,19
6473,3
6474,4
6475,3
6476,4
6477,3
6478,3
6479,11
6480,4
6481,25
6482,3
6483,3
6484,3
6485,4
6486,3
6487,3
6488,3
6489,4
6490,3
6491,3
6492,20
6493,4
6494,19
6495,1
6496,11
6497,20
6498,4
6499,3
6500,3
6501,3
6502,4
6503,24
6504,20
6505,3
6506,4
6507,1
6508,1
6509,45
6510,20
6511,3
6512,3
6513,3
6514,1
6515,4
6516,1
6517,16
6518,3
6519,3
6520,9
6521,3
6522,3
6523,16
6524,16
6525,12
6526,4
6527,3
6528,3
6529,3
6530,4
6531,3
6532,12
6533,19
6534,8
6535,3
6536,11
6537,1
6538,13
6539,8
6540,1
6541,17
6542,3
6543,3
6544,3
6545,11
6546,8
6547,20
6548,19
6549,1
6550,3
6551,10
6552,14
6553,3
6554,28
6555,3
6556,3
6557,3
6558,3
6559,3
6560,3
6561,6
6562,1
6563,3
6564,4
6565,20
6566,16
6567,19
6568,3
6569,3
6570,3
6571,23
6572,10
6573,4
6574,4
6575,4
6576,1
6577,3
6578,19
6579,3
6580,3
6581,3
6582,19
6583,4
6584,1
6585,4
6586,3
6587,23
6588,25
6589,3
6590,3
6591,11
6592,4
6593,3
6594,28
6595,3
6596,3
6597,3
6598,16
6599,3
6600,20
6601,21
6602,13
6603,3
6604,16
6605,3
6606,3
6607,11
6608,3
6609,3
6610,3
6611,3
6612,3
6613,4
6614,3
6615,3
6616,1
6617,4
6618,19
6619,4
6620,1
6621,4
6622,3
6623,4
6624,19
6625,16
6626,4
6627,3
6628,4
6629,3
6630,4
6631,1
6632,4
6633,25
6634,4
6635,9
6636,19
6637,11
6638,3
6639,3
6640,3
6641,3
6642,3
6643,3
6644,3
6645,9
6646,4
6647,3
6648,13
6649,43
6650,1
6651,3
6652,1
6653,0
6654,21
6655,3
6656,4
6657,40
6658,3
6659,3
6660,4
6661,4
6662,3
6663,16
6664,11
6665,4
6666,31
6667,3
6668,3
6669,23
6670,20
6671,3
6672,1
6673,3
6674,28
6675,1
6676,1
6677,3
6678,18
6679,38
6680,11
6681,4
6682,16
6683,3
6684,4
6685,3
6686,16
6687,4
6688,3
6689,16
6690,24
6691,3
6692,1
6693,4
6694,24
6695,43
6696,3
6697,3
6698,19
6699,0
6700,3
6701,3
6702,3
6703,11
6704,3
6705,4
6706,3
6707,3
6708,4
6709,20
6710,18
6711,11
6712,20
6713,16
6714,3
6715,4
6716,19
6717,3
6718,3
6719,3
6720,4
6721,0
6722,19
6723,32
6724,3
6725,16
6726,4
6727,19
6728,19
6729,4
6730,11
6731,13
6732,19
6733,3
6734,4
6735,4
6736,16
6737,4
6738,19
6739,20
6740,3
6741,1
6742,3
6743,1
6744,20
6745,4
6746,4
6747,4
6748,3
6749,3
6750,19
6751,16
6752,1
6753,10
6754,4
6755,23
6756,3
6757,3
6758,13
6759,3
6760,0
6761,4
6762,4
6763,3
6764,3
6765,1
6766,9
6767,25
6768,16
6769,31
6770,3
6771,3
6772,3
6773,8
6774,3
6775,3
6776,4
6777,4
6778,4
6779,3
6780,4
6781,3
6782,19
6783,3
6784,4
6785,3
6786,3
6787,3
6788,3
6789,0
6790,4
6791,3
6792,19
6793,4
6794,10
6795,10
6796,4
6797,3
6798,34
6799,4
6800,11
6801,3
6802,29
6803,4
6804,8
6805,11
6806,30
6807,20
6808,4
6809,1
6810,3
6811,11
6812,8
6813,3
6814,3
6815,20
6816,4
6817,4
6818,1
6819,6
6820,3
6821,3
6822,21
6823,3
6824,36
6825,10
6826,3
6827,3
6828,21
6829,3
6830,4
6831,4
6832,3
6833,4
6834,13
6835,4
6836,3
6837,26
6838,25
6839,19
6840,3
6841,3
6842,16
6843,19
6844,3
6845,13
6846,39
6847,13
6848,3
6849,3
6850,4
6851,4
6852,9
6853,4
6854,13
6855,4
6856,37
6857,3
6858,3
6859,3
6860,3
6861,4
6862,17
6863,20
6864,3
6865,19
6866,25
6867,4
6868,1
6869,4
6870,16
6871,3
6872,3
6873,3
6874,3
6875,3
6876,30
6877,11
6878,0
6879,11
6880,3
6881,3
6882,4
6883,20
6884,3
6885,20
6886,16
6887,3
6888,4
6889,40
6890,4
6891,3
6892,3
6893,2
6894,4
6895,3
6896,3
6897,11
6898,3
6899,19
6900,3
6901,4
6902,6
6903,21
6904,41
6905,3
6906,45
6907,3
6908,4
6909,10
6910,16
6911,19
6912,10
6913,19
6914,4
6915,3
6916,4
6917,3
6918,3
6919,3
6920,3
6921,3
6922,4
6923,4
6924,11
6925,3
6926,16
6927,16
6928,3
6929,11
6930,3
6931,10
6932,2
6933,9
6934,21
6935,4
6936,3
6937,3
6938,3
6939,24
6940,19
6941,25
6942,4
6943,3
6944,4
6945,25
6946,4
6947,41
6948,3
6949,40
6950,45
6951,20
6952,11
6953,16
6954,3
6955,4
6956,36
6957,20
6958,4
6959,4
6960,4
6961,3
6962,4
6963,3
6964,3
6965,4
6966,3
6967,3
6968,16
6969,4
6970,3
6971,4
6972,3
6973,4
6974,19
6975,4
6976,4
6977,19
6978,3
6979,3
6980,3
6981,1
6982,3
6983,6
6984,3
6985,16
6986,3
6987,3
6988,4
6989,19
6990,4
6991,3
6992,20
6993,30
6994,34
6995,16
6996,3
6997,3
6998,0
6999,5
7000,3
7001,19
7002,3
7003,3
7004,19
7005,21
7006,3
7007,4
7008,4
7009,3
7010,4
7011,3
7012,3
7013,4
7014,4
7015,3
7016,19
7017,3
7018,1
7019,16
7020,2
7021,4
7022,3
7023,13
7024,3
7025,4
7026,3
7027,20
7028,1
7029,3
7030,4
7031,30
7032,4
7033,4
7034,4
7035,3
7036,1
7037,9
7038,3
7039,11
7040,4
7041,36
7042,3
7043,4
7044,3
7045,3
7046,20
7047,2
7048,3
7049,4
7050,20
7051,4
7052,2
7053,4
7054,1
7055,3
7056,3
7057,42
7058,4
7059,16
7060,3
7061,3
7062,3
7063,11
7064,16
7065,3
7066,19
7067,4
7068,3
7069,4
7070,20
7071,4
7072,3
7073,9
7074,20
7075,3
7076,2
7077,16
7078,3
7079,12
7080,4
7081,3
7082,3
7083,3
7084,9
7085,4
7086,16
7087,3
7088,4
7089,4
7090,3
7091,4
7092,3
7093,19
7094,4
7095,8
7096,3
7097,3
7098,1
7099,11
7100,4
7101,3
7102,1
7103,10
7104,3
7105,3
7106,3
7107,4
7108,4
7109,38
7110,4
7111,16
7112,3
7113,19
7114,3
7115,21
7116,4
7117,19
7118,4
7119,4
7120,4
7121,4
7122,3
7123,19
7124,1
7125,3
7126,4
7127,4
7128,17
7129,3
7130,3
7131,1
7132,1
7133,3
7134,3
7135,20
7136,15
7137,21
7138,16
7139,8
7140,3
7141,4
7142,24
7143,1
7144,4
7145,16
7146,3
7147,3
7148,4
7149,3
7150,25
7151,3
7152,4
7153,16
7154,6
7155,19
7156,4
7157,4
7158,4
7159,11
7160,3
7161,17
7162,4
7163,3
7164,3
7165,3
7166,3
7167,4
7168,3
7169,4
7170,4
7171,11
7172,1
7173,3
7174,13
7175,4
7176,3
7177,3
7178,11
7179,3
7180,3
7181,4
7182,3
7183,4
7184,8
7185,3
7186,4
7187,4
7188,3
7189,19
7190,10
7191,4
7192,4
7193,1
7194,34
7195,16
7196,4
7197,4
7198,4
7199,4
7200,16
7201,3
7202,3
7203,43
7204,16
7205,4
7206,34
7207,3
7208,13
7209,8
7210,11
7211,3
7212,3
7213,3
7214,16
7215,4
7216,24
7217,20
7218,9
7219,3
7220,11
7221,3
7222,16
7223,1
7224,4
7225,11
7226,4
7227,3
7228,3
7229,3
7230,4
7231,4
7232,3
7233,11
7234,3
7235,20
7236,13
7237,3
7238,3
7239,3
7240,3
7241,16
7242,4
7243,3
7244,13
7245,2
7246,4
7247,3
7248,4
7249,25
7250,21
7251,4
7252,34
7253,4
7254,3
7255,3
7256,18
7257,11
7258,19
7259,3
7260,3
7261,21
7262,19
7263,3
7264,3
7265,20
7266,4
7267,16
7268,3
7269,4
7270,3
7271,4
7272,3
7273,4
7274,4
7275,20
7276,32
7277,11
7278,1
7279,16
7280,16
7281,4
7282,24
7283,19
7284,4
7285,4
7286,3
7287,4
7288,3
7289,3
7290,3
7291,3
7292,3
7293,3
7294,19
7295,16
7296,4
7297,3
7298,1
7299,4
7300,4
7301,8
7302,4
7303,13
7304,26
7305,16
7306,38
7307,3
7308,13
7309,13
7310,4
7311,10
7312,1
7313,25
7314,4
7315,4
7316,4
7317,3
7318,3
7319,3
7320,23
7321,3
7322,3
7323,3
7324,18
7325,4
7326,2
7327,4
7328,3
7329,11
7330,4
7331,3
7332,3
7333,1
7334,36
7335,4
7336,4
7337,3
7338,4
7339,28
7340,3
7341,3
7342,1
7343,4
7344,29
7345,3
7346,3
7347,4
7348,4
7349,16
7350,3
7351,27
7352,41
7353,18
7354,2
7355,4
7356,3
7357,4
7358,3
7359,11
7360,16
7361,1
7362,3
7363,4
7364,3
7365,8
7366,0
7367,19
7368,9
7369,3
7370,19
7371,3
7372,16
7373,4
7374,20
7375,16
7376,4
7377,3
7378,3
7379,4
7380,3
7381,3
7382,3
7383,3
7384,20
7385,4
7386,3
7387,19
7388,20
7389,13
7390,4
7391,32
7392,4
7393,19
7394,4
7395,4
7396,9
7397,3
7398,3
7399,3
7400,19
7401,4
7402,1
7403,4
7404,3
7405,16
7406,1
7407,3
7408,4
7409,3
7410,21
7411,3
7412,4
7413,3
7414,4
7415,3
7416,3
7417,3
7418,3
7419,16
7420,3
7421,3
7422,25
7423,11
7424,41
7425,16
7426,11
7427,3
7428,20
7429,3
7430,11
7431,4
7432,2
7433,4
7434,19
7435,3
7436,3
7437,3
7438,3
7439,4
7440,3
7441,16
7442,16
7443,3
7444,19
7445,19
7446,0
7447,3
7448,19
7449,16
7450,0
7451,11
7452,3
7453,3
7454,3
7455,4
7456,1
7457,4
7458,4
7459,3
7460,3
7461,3
7462,10
7463,3
7464,3
7465,16
7466,3
7467,4
7468,19
7469,3
7470,3
7471,10
7472,31
7473,3
7474,34
7475,16
7476,19
7477,4
7478,1
7479,3
7480,3
7481,4
7482,4
7483,3
7484,4
7485,20
7486,3
7487,20
7488,19
7489,21
7490,5
7491,24
7492,8
7493,4
7494,3
7495,3
7496,4
7497,3
7498,3
7499,3
7500,3
7501,4
7502,3
7503,3
7504,20
7505,16
7506,4
7507,3
7508,3
7509,10
7510,2
7511,10
7512,3
7513,1
7514,19
7515,16
7516,3
7517,11
7518,3
7519,3
7520,4
7521,3
7522,3
7523,1
7524,3
7525,38
7526,40
7527,3
7528,4
7529,31
7530,18
7531,36
7532,3
7533,19
7534,3
7535,4
7536,3
7537,3
7538,3
7539,4
7540,3
7541,19
7542,19
7543,3
7544,1
7545,11
7546,3
7547,19
7548,4
7549,3
7550,3
7551,9
7552,4
7553,4
7554,16
7555,3
7556,1
7557,19
7558,4
7559,34
7560,10
7561,16
7562,4
7563,20
7564,4
7565,8
7566,4
7567,3
7568,3
7569,11
7570,3
7571,4
7572,43
7573,4
7574,3
7575,3
7576,3
7577,4
7578,3
7579,3
7580,3
7581,3
7582,3
7583,8
7584,3
7585,37
7586,16
7587,16
7588,24
7589,16
7590,11
7591,13
7592,43
7593,1
7594,21
7595,25
7596,1
7597,3
7598,3
7599,3
7600,20
7601,16
7602,3
7603,4
7604,36
7605,31
7606,16
7607,3
7608,4
7609,4
7610,3
7611,1
7612,19
7613,4
7614,11
7615,4
7616,19
7617,4
7618,4
7619,4
7620,3
7621,3
7622,20
7623,11
7624,3
7625,18
7626,4
7627,3
7628,4
7629,13
7630,11
7631,11
7632,4
7633,14
7634,15
7635,3
7636,4
7637,3
7638,4
7639,3
7640,3
7641,21
7642,20
7643,3
7644,4
7645,4
7646,25
7647,28
7648,3
7649,8
7650,3
7651,3
7652,25
7653,30
7654,8
7655,16
7656,3
7657,3
7658,4
7659,1
7660,16
7661,3
7662,3
7663,13
7664,3
7665,3
7666,4
7667,40
7668,4
7669,20
7670,1
7671,19
7672,20
7673,3
7674,12
7675,3
7676,13
7677,4
7678,3
7679,3
7680,4
7681,12
7682,3
7683,3
7684,3
7685,1
7686,16
7687,4
7688,8
7689,3
7690,3
7691,29
7692,4
7693,24
7694,3
7695,10
7696,4
7697,3
7698,40
7699,37
7700,10
7701,3
7702,1
7703,24
7704,19
7705,4
7706,16
7707,10
7708,4
7709,4
7710,4
7711,4
7712,0
7713,19
7714,3
7715,8
7716,3
7717,0
7718,3
7719,3
7720,3
7721,30
7722,4
7723,3
7724,13
7725,3
7726,16
7727,19
7728,26
7729,4
7730,4
7731,16
7732,3
7733,4
7734,4
7735,10
7736,6
7737,16
7738,11
7739,3
7740,3
7741,4
7742,19
7743,3
7744,3
7745,4
7746,3
7747,3
7748,17
7749,19
7750,11
7751,7
7752,19
7753,4
7754,3
7755,16
7756,3
7757,3
7758,4
7759,1
7760,25
7761,1
7762,20
7763,6
7764,3
7765,3
7766,11
7767,3
7768,16
7769,3
7770,1
7771,3
7772,16
7773,20
7774,4
7775,4
7776,4
7777,3
7778,11
7779,3
7780,37
7781,3
7782,3
7783,15
7784,3
7785,3
7786,4
7787,3
7788,4
7789,2
7790,16
7791,42
7792,16
7793,4
7794,4
7795,3
7796,3
7797,36
7798,3
7799,8
7800,3
7801,19
7802,11
7803,19
7804,4
7805,3
7806,4
7807,19
7808,3
7809,1
7810,1
7811,3
7812,4
7813,20
7814,9
7815,2
7816,4
7817,16
7818,3
7819,3
7820,5
7821,4
7822,4
7823,9
7824,19
7825,4
7826,8
7827,43
7828,4
7829,11
7830,3
7831,3
7832,10
7833,4
7834,4
7835,4
7836,4
7837,4
7838,25
7839,19
7840,11
7841,13
7842,16
7843,3
7844,16
7845,3
7846,30
7847,4
7848,3
7849,4
7850,3
7851,19
7852,3
7853,41
7854,3
7855,4
7856,4
7857,16
7858,3
7859,3
7860,3
7861,9
7862,1
7863,4
7864,11
7865,21
7866,16
7867,3
7868,3
7869,3
7870,31
7871,3
7872,20
7873,3
7874,3
7875,11
7876,13
7877,3
7878,16
7879,3
7880,4
7881,8
7882,3
7883,6
7884,4
7885,3
7886,3
7887,4
7888,3
7889,3
7890,3
7891,19
7892,16
7893,3
7894,13
7895,4
7896,4
7897,4
7898,45
7899,16
7900,3
7901,4
7902,19
7903,3
7904,4
7905,3
7906,4
7907,11
7908,3
7909,4
7910,20
7911,3
7912,4
7913,10
7914,1
7915,3
7916,3
7917,3
7918,4
7919,4
7920,20
7921,3
7922,38
7923,16
7924,8
7925,3
7926,4
7927,3
7928,4
7929,4
7930,3
7931,4
7932,3
7933,3
7934,20
7935,19
7936,0
7937,4
7938,36
7939,3
7940,25
7941,37
7942,11
7943,3
7944,25
7945,3
7946,3
7947,6
7948,1
7949,16
7950,13
7951,4
7952,3
7953,3
7954,3
7955,11
7956,1
7957,3
7958,3
7959,4
7960,4
7961,3
7962,4
7963,3
7964,11
7965,3
7966,20
7967,3
7968,1
7969,3
7970,4
7971,3
7972,3
7973,4
7974,4
7975,4
7976,5
7977,20
7978,3
7979,4
7980,16
7981,11
7982,19
7983,32
7984,3
7985,3
7986,3
7987,19
7988,3
7989,3
7990,1
7991,3
7992,4
7993,3
7994,3
7995,3
7996,3
7997,16
7998,40
7999,3
8000,19
8001,3
8002,3
8003,1
8004,3
8005,4
8006,11
8007,3
8008,1
8009,4
8010,3
8011,3
8012,28
8013,4
8014,4
8015,3
8016,3
8017,19
8018,3
8019,4
8020,31
8021,3
8022,4
8023,3
8024,3
8025,3
8026,42
8027,3
8028,0
8029,3
8030,16
8031,4
8032,16
8033,3
8034,3
8035,3
8036,4
8037,3
8038,6
8039,16
8040,3
8041,11
8042,3
8043,3
8044,3
8045,4
8046,25
8047,4
8048,3
8049,19
8050,20
8051,19
8052,45
8053,16
8054,3
8055,3
8056,3
8057,4
8058,1
8059,4
8060,1
8061,3
8062,4
8063,11
8064,13
8065,3
8066,18
8067,4
8068,4
8069,11
8070,25
8071,4
8072,3
8073,4
8074,3
8075,19
8076,17
8077,3
8078,3
8079,4
8080,4
8081,4
8082,20
8083,4
8084,26
8085,4
8086,20
8087,4
8088,41
8089,4
8090,30
8091,25
8092,19
8093,19
8094,21
8095,3
8096,6
8097,13
8098,14
8099,14
8100,3
8101,3
8102,4
8103,25
8104,23
8105,4
8106,1
8107,3
8108,20
8109,4
8110,4
8111,3
8112,3
8113,19
8114,3
8115,3
8116,24
8117,16
8118,3
8119,9
8120,30
8121,19
8122,4
8123,28
8124,3
8125,4
8126,20
8127,3
8128,3
8129,44
8130,3
8131,19
8132,4
8133,22
8134,4
8135,3
8136,30
8137,14
8138,19
8139,3
8140,16
8141,3
8142,19
8143,3
8144,20
8145,3
8146,4
8147,3
8148,19
8149,16
8150,13
8151,3
8152,19
8153,3
8154,3
8155,8
8156,4
8157,4
8158,21
8159,3
8160,21
8161,11
8162,1
8163,1
8164,3
8165,4
8166,3
8167,20
8168,3
8169,3
8170,13
8171,3
8172,3
8173,16
8174,3
8175,16
8176,3
8177,41
8178,3
8179,3
8180,4
8181,1
8182,4
8183,19
8184,3
8185,34
8186,3
8187,12
8188,26
8189,3
8190,3
8191,4
8192,25
8193,4
8194,1
8195,3
8196,4
8197,4
8198,11
8199,3
8200,2
8201,3
8202,21
8203,3
8204,42
8205,3
8206,39
8207,12
8208,19
8209,3
8210,3
8211,3
8212,11
8213,4
8214,3
8215,16
8216,3
8217,19
8218,4
8219,3
8220,3
8221,16
8222,3
8223,19
8224,4
8225,4
8226,34
8227,3
8228,3
8229,3
8230,3
8231,28
8232,3
8233,4
8234,20
8235,4
8236,4
8237,3
8238,39
8239,16
8240,11
8241,3
8242,19
8243,3
8244,3
8245,4
8246,4
8247,11
8248,14
8249,4
8250,3
8251,3
8252,16
8253,3
8254,16
8255,1
8256,27
8257,11
8258,20
8259,4
8260,19
8261,19
8262,4
8263,4
8264,3
8265,36
8266,11
8267,3
8268,3
8269,3
8270,3
8271,3
8272,3
8273,4
8274,12
8275,3
8276,17
8277,4
8278,3
8279,3
8280,11
8281,3
8282,13
8283,1
8284,4
8285,3
8286,4
8287,10
8288,3
8289,11
8290,13
8291,3
8292,13
8293,3
8294,3
8295,16
8296,4
8297,20
8298,3
8299,3
8300,17
8301,19
8302,3
8303,3
8304,19
8305,1
8306,4
8307,6
8308,12
8309,4
8310,4
8311,3
8312,3
8313,1
8314,3
8315,3
8316,3
8317,20
8318,20
8319,4
8320,11
8321,3
8322,4
8323,13
8324,4
8325,3
8326,19
8327,4
8328,19
8329,15
8330,4
8331,3
8332,3
8333,4
8334,25
8335,3
8336,3
8337,3
8338,3
8339,4
8340,1
8341,1
8342,3
8343,1
8344,17
8345,1
8346,3
8347,4
8348,3
8349,34
8350,19
8351,4
8352,6
8353,3
8354,13
8355,3
8356,4
8357,4
8358,11
8359,3
8360,4
8361,3
8362,3
8363,3
8364,3
8365,4
8366,16
8367,3
8368,3
8369,13
8370,11
8371,24
8372,4
8373,23
8374,4
8375,19
8376,3
8377,18
8378,3
8379,4
8380,4
8381,16
8382,3
8383,3
8384,4
8385,16
8386,20
8387,4
8388,4
8389,0
8390,11
8391,1
8392,20
8393,4
8394,3
8395,13
8396,4
8397,4
8398,11
8399,11
8400,43
8401,14
8402,3
8403,16
8404,3
8405,4
8406,20
8407,37
8408,16
8409,3
8410,4
8411,11
8412,4
8413,4
8414,3
8415,4
8416,19
8417,4
8418,4
8419,3
8420,1
8421,4
8422,4
8423,3
8424,1
8425,5
8426,3
8427,2
8428,16
8429,16
8430,23
8431,3
8432,4
8433,9
8434,3
8435,3
8436,1
8437,4
8438,4
8439,21
8440,43
8441,19
8442,19
8443,1
8444,1
8445,4
8446,3
8447,20
8448,4
8449,22
8450,10
8451,1
8452,3
8453,3
8454,19
8455,16
8456,12
8457,3
8458,3
8459,16
8460,4
8461,3
8462,3
8463,3
8464,11
8465,3
8466,3
8467,28
8468,1
8469,3
8470,4
8471,3
8472,3
8473,1
8474,4
8475,11
8476,3
8477,2
8478,11
8479,10
8480,4
8481,4
8482,11
8483,4
8484,19
8485,3
8486,3
8487,17
8488,4
8489,16
8490,26
8491,11
8492,19
8493,8
8494,4
8495,23
8496,3
8497,3
8498,4
8499,19
8500,4
8501,3
8502,3
8503,24
8504,30
8505,11
8506,4
8507,19
8508,3
8509,11
8510,9
8511,3
8512,19
8513,1
8514,3
8515,4
8516,4
8517,4
8518,3
8519,33
8520,22
8521,3
8522,20
8523,42
8524,2
8525,16
8526,4
8527,3
8528,5
8529,3
8530,3
8531,4
8532,3
8533,3
8534,20
8535,3
8536,3
8537,3
8538,11
8539,13
8540,3
8541,31
8542,44
8543,3
8544,3
8545,4
8546,3
8547,19
8548,3
8549,3
8550,7
8551,3
8552,4
8553,3
8554,19
8555,19
8556,3
8557,39
8558,3
8559,3
8560,4
8561,3
8562,4
8563,4
8564,12
8565,13
8566,3
8567,4
8568,3
8569,3
8570,20
8571,3
8572,19
8573,11
8574,4
8575,4
8576,3
8577,20
8578,3
8579,4
8580,21
8581,3
8582,4
8583,3
8584,3
8585,3
8586,19
8587,19
8588,4
8589,3
8590,34
8591,45
8592,3
8593,26
8594,0
8595,3
